"TrialID","Date","Scientific title","Intervention","Country","Size","Drugs","isRandomized","isCombination","isDrugTrial"
"CTRI/2020/06/025798","2020-06-10","An open label multi-centre randomized control trial for reinitiating intravesical BCG therapy vs resumption in patients of Non Muscle Invasive Bladder Cancer with interruption of therapy due to the COVID-19 (ICON STUDY) 
 - ICON","Intervention1: Intervention Arm 1: Reinitiation of intravesical BCG from the beginning of the regimen<br>120 mg of intravesical BCG dissolved in 50 ml Normal Saline instilled in bladder via a per urethral catheter, weekly for 6 weeks followed by monthly for 12 months<br>Control Intervention1: Intervention Arm 2: Resumption of Intravesical BCG from where it was interrupted<br>120 mg of intravesical BCG dissolved in 50 ml Normal Saline instilled in bladder via a per urethral catheter, weekly for 6 weeks followed by monthly for 12 months, depending upon from where in the course, the therapy was resumed<br>","India",70,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025779","2020-06-10","Evaluation of the efficacy of AYUSH KWATH in the prevention of COVID-19 pandemic among quarantine persons â?? an open label single arm prospective study","Intervention1: Drug Interventions (Ayush Kwath): 1. Tulasi (Ocimum sanctum) Leaves 4 parts<br>2. Dalchini (Cinnamomum zeylanicum ) Stem bark 2 parts<br>3. Shunthi (Zingiber officinalis) Rhizome 2 parts<br>4. Krishna Marich (Piper nigrum) Fruit 1 part<br><br>Dose: 3gm, twice a day with 150ml warm water in KWATH form. <br><br>Route of Administration: Oral<br><br>Time of Administration: Twice in a day- On empty stomach in the<br>morning at least 1 hour before breakfast and two hours after dinner at night.<br><br>Duration of Therapy: 30 days<br>Control Intervention1: SINGLE ARM: NOT APPLICABLE<br>Control Intervention2: NOT APPLICABLE: NOT APPLICABLE<br>","India",50,"cinnamomum zeylanicum, dalchini, krishna marich, ocimum sanctum, piper nigrum, shunthi, tulasi, zingiber",TRUE,TRUE,TRUE
"CTRI/2020/06/025802","2020-06-10","COVID-19 and liver injury in patients with or without underlying liver disease: A multi-centre retrospective-prospective observational study",NA,"India",314,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025799","2020-06-10","A Randomized, Open Label, Prospective, Comparative, Parallel Group,
Multicentre Study To Evaluate Efficacy And Safety Of Favipiravir With
Supportive Care Versus Supportive Care Alone In Subjects With Mild To
Moderate Coronavirus Disease (COVID-19).
 - NA","Intervention1: Favipiravir 200 mg oral tablets: 1800 mg twice daily on Day 1 and 800 mg twice daily from Day 2<br>upto maximum 14 days along with supportive care<br><br><br>Control Intervention1: Supportive care alone: Supportive care alone<br>","India",156,"favipiravir",TRUE,FALSE,TRUE
"CTRI/2020/06/025800","2020-06-10","A comparative clinical study to involving Ayurvedic drug intervention in the management of COVID 19 patients.","Intervention1: Shunthi and Rasona (Group B): Shunthi churna 2 gm twice daily for 10 days<br>Rasona kalka 1 gm once daily with warm water for 10 days<br>Intervention2: Kashaya Group (Group A): Vyaghryadi kashaya 50 ml BD for 10 days<br>Samshamani Vati 500 mg BD for 10 days<br>Agnikumara Rasa 125 mg BD for 10 days<br>Control Intervention1: Control Group (Group C): Warm water and Vitamin C tablet once daily for 10 days<br>","India",120,"agnikumara rasa, kashaya, rasona, samshamani vati, shunthi, vitamin c, vyaghryadi kashaya",TRUE,TRUE,TRUE
"CTRI/2020/06/025797","2020-06-10","Quality of Life in Cancer Patients on Palliative Care During COVID-19 Lockdown Phase",NA,"India",54,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025804","2020-06-11","Effectiveness of awake self proning strategy in COVID-19: An open-labelled randomized controlled trial","Intervention1: Awake self proning strategy: The COVID-19 patient will be asked to be in prone position and its effect on improvement of their blood oxygenation will be seen using a finger saturation probe.<br>Control Intervention1: Lying supine or sitting: The COVID-19 patient will be lying supine or sitting and its effect on improvement of blood oxygenation will be seen using a finger saturation probe.<br>","India",120,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025803","2020-06-11","Efficacy of Convalescent Plasma Therapy in Patients With COVID-19: A Randomized Control Trial","Intervention1: Convalescent Plasma with Standard of Care: Convalescent Plasma: Dose-250 ml Frequency - 2 doses on consecutive days Duration -Start by day 3 of symptom onset (of severe COVID-19 as in inclusion criteria) in eligible patients<br><br>Standard of Care: <br>The Ministry of Health and Family Welfare has issued detailed guidelines for the management of sCOVID-19 based on varying grades of severity which may be periodically updated. For the management of ARDS or sepsis the respective guidelines issued by ARDSNet and Surviving Sepsis campaign will be followed. Other institutional protocols for supportive management will be implemented. (Ref: Guidelines on Clinical Management of COVID-19. MoHFW, GoI.2020.)<br>Control Intervention1: Standard of Care<br>: Standard of Care: <br>The Ministry of Health and Family Welfare has issued detailed guidelines for the management of sCOVID-19 based on varying grades of severity which may be periodically updated. For the management of ARDS or sepsis the respective guidelines issued by ARDSNet and Surviving Sepsis campaign will be followed. Other institutional protocols for supportive management will be implemented. (Ref: Guidelines on Clinical Management of COVID-19. MoHFW, GoI.2020.)<br>","India",400,"convalescent plasma",TRUE,TRUE,TRUE
"CTRI/2020/06/025848","2020-06-12","Clinical Analysis of Patients Hospitalized Due To SARS-CoV-2 (Covid-19)",NA,"India",1500,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025849","2020-06-12","A Randomized, Open Label, 2-Treatment Groups Clinical Trial Evaluating the Safety and Efficacy of a Combination of Nitazoxanide and Hydroxychloroquine Versus Hydroxychloroquine Alone in the Acute Treatment of Moderate COVID-19 Patients","Intervention1: Hydroxychloroquine: 600 mg QD (on Days 1 and 2) followed by 200 mg BID (on Days 3 to 14)<br>Intervention2: Nitazoxanide and Hydroxychloroquine: Nitazoxanide: 1000 mg QD (on Days 1 and 2) followed by 500 mg BID (on Days 3 to 14) + Hydroxychloroquine: 600 mg QD (on Days 1 and 2) followed by 200 mg BID (on Days 3 to 14)<br>Control Intervention1: Not Applicable: Not Applicable<br>","India",158,"hydroxychloroquine, nitazoxanide",TRUE,TRUE,TRUE
"CTRI/2020/06/025852","2020-06-12","STUDY TO EVALUATE EFFECT OF RNB (RAJ NIRVAN BATI) AYURVEDIC MEDICINE IN COVID-19 ILLNESS","Intervention1: AYURVEDIC DRUG RNB: DAIL DOSE OF RNB(125mg)BD IS GIVEN TO COVID 19 POSITIVE PATIENTS WHO FULL FILL TH E INCLUSION AND EXCLUSION CRITERIA for 10 days<br>Control Intervention1: NOT APPLICABLE: NOT APPLICABLE<br>","India",20,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025853","2020-06-12","Impact of Coronavirus pandemic on mental health of children",NA,"India",100,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025850","2020-06-12","Assessing the tobacco consumption patterns and willingness to quit among tobacco users during COVID-19 lockdown in India.","Intervention1: No intervention: Not applicable<br>Control Intervention1: No intervention: Not applicable<br>","India",800,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025854","2020-06-13","Study to Evaluate the Effectiveness of BCG vaccine in Reducing Morbidity and Mortality in Elderly individuals in COVID-19 Hotspots in India - BCG for COVID-19","Intervention1: BCG vaccine: Single dose of <br>0.1ml of BCG vaccine given intradermally <br>(BCG-Serum Institute of India) over the distal insertion of the deltoid muscle onto the left humerus (approximately one third down the left upper arm)<br>Frequency : Once<br>Duration of therpay: Once<br>Control Intervention1: None: No intervention<br>","India",1450,NA,FALSE,FALSE,FALSE
"CTRI/2020/06/025856","2020-06-13","An open clincal evaluation of selected siddha regimen in expediting the management of covid 19 - A randomized controlled study","Intervention1: 1.Kabasura kudineer<br>2.Vasantha kusumakaram Mathirai<br>3.Thippili Rasayanam <br>4.Adathodai Manapagu<br>: 1.Kabasura kudineer 60 ml bd, before food.<br>2.Vasantha kusumakaram Mathirai 1 tablet bd, after food.<br>3.Thippili Rasayanam 2gms bd, after food.<br>4.Adathodai Manapagu 15 ml bd with 30ml lukewarm water, after food for 14 days<br><br>Control Intervention1: 1.Hydroxychloroquine<br>2.Azithromycin<br>3.BCT<br>4.Omeprazole<br>5.Vitamin C<br>6.Zinc: 1.Hydroxychloroquine - 1st day 400mg bd, 2nd to 5th day 200mg bd<br>2.Azithromycin - 250mg bd for 5 days<br>3.BCT - 1 bd<br>4.Omeprazole- 20mg bd<br>5.Vitamin C - 1 bd<br>6.Zinc - 1 bd<br>","India",200,"adathodai manapagu, azithromycin, hydroxychloroquine, kabasura kudineer, omeprazole, siddha, thippili rasayanam, vasantha kusumakaram, vitamin c, zinc",FALSE,TRUE,TRUE
"CTRI/2020/06/025855","2020-06-13","Efficacy of Ayurveda Intervention (AYUSH 64) as add-on therapy in COVID 19 patients - An open label randomized controlled trial","Intervention1: AYUSH 64: AYUSH 64 02 Capsules of 500mg each orally thrice daily for 14 days as add-on therapy to supportive and symptomatic allopathic treatment for COVID 19 patients<br>Control Intervention1: Control arm: Supportive or symptomatic allopathic treatment as per guideline of study site hospital for COVID 19 patients	<br>","India",200,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025858","2020-06-13","Epidemiological study of patients admitted in intensive care unit with severe acute respiratory illness with possible diagnosis of COVID19 (EPIC19) - EPIC 19",NA,"India",500,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025857","2020-06-13","Prospective Cohort Follow-up of COVID-19 Positive Patients: Symptom Presentation, Severity Spectrum, Quality of Life and Rehabilitation Needs: A mixed-methods study","Intervention1: NIL: NIL<br>Control Intervention1: NIL: NIL<br>","Bangladesh",200,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025861","2020-06-14","Scientific evaluation of Immuno-modulatory effects of AYUSH INTERVENTIONS on normal healthy and high-risk individuals in context with COVID-19 pandemic: An open level, multi centric, non-randomized, comparative, interventional community based study","Intervention1: AYUSH INTERVENSION - Treatment Protocol - I:: <br><br>Ayush Raksha Kwath 10 gms (A.P.I.)<br>Luke warm decoction of of kwath churna twice daily 30 minute before breakfast and dinner<br><br>Ashwagandha Vati: 500 mg (A.P.I.)<br>1 tablet administered twice 30 minute before breakfast and dinner with luke warm water<br><br>Sanshmani Vaati: 500 mg (S.Y.S.)<br>1 tablet administered twice 30 minute before breakfast and dinner with luke warm water<br>Intervention2: AYUSH INTERVENTION - Treatment Protocol - II:: Ashwagandha Churna (A.P.I.) + Madhyashti Churna (A.P.I.)<br>1 gram powder of each twice daily 30 minute before breakfast and dinner with luke warm water<br>Amritadi Guggul 500 mg (A.F.I.)<br>2 tablets administered twice 30 minute before breakfast and dinner with luke warm water<br>Intervention3: AYUSH INTERVENTION - Treatment Protocol - III:: <br>Pippali Churna (A.P.I.) + Madhyashti Churna (A.P.I.)<br>1 gram powder of each twice daily 30 minute before breakfast and dinner with luke warm water<br>Amritadi Guggul 500 mg (A.F.I.)<br>2 tablets administered twice 30 minute before breakfast and dinner with luke warm water<br>Intervention4: AYUSH INTERVENTION - Treatment Protocol - IV:: <br>Shunthi Churna (A.P.I.) + Madhyashti Churna (A.P.I.) + Pippalimool Churna  (A.P.I.)<br>500 mg powder of each twice daily 30 minute before breakfast and dinner with luke warm water<br>Amritadi Guggul 500 mg (A.F.I.)<br>2 tablets administered twice 30 minute before breakfast and dinner with luke warm water<br>Intervention5: AYUSH INTERVENTION - Treatment Protocol - V:: <br>Ashwagandha Churna (A.P.I.) + Madhyashti Churna (A.P.I.) + Shunthi Churna (A.P.I.)<br>500 mg powder of each twice daily 30 minute before breakfast and dinner with luke warm water<br>Amritadi Guggul 500 mg (A.F.I.)<br>2 tablets administered twice 30 minute before breakfast and dinner with luke w","India",500,"ashwagandha, pippali, pippalimool, shunthi",TRUE,TRUE,TRUE
"CTRI/2020/06/025862","2020-06-14","Low Dose Radiation Therapy For Covid-19 Pneumonia: A Pilot Study - COVID-AIIMS","Intervention1: Radiation Therapy: Low dose radiation therapy with a dose of 70 cGy in single fraction<br>Intervention2: Low dose radiation therapy: Low dose radiation therapy, dose 70 cGy in 1F<br>Control Intervention1: Nil: Nil<br>","India",10,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025874","2020-06-15","A randomized open labeled clinical study to compare the effectiveness of Kabasura kudineer and Vitamin-C Zinc supplementation in the management of asymptomatic SARS-CoV-2 patients","Intervention1: Kabasura kudineer: Siddha medicine<br>30 â?? 60 ml twice daily orally<br>Control Intervention1: Zinc and Vitamin C: Zinc -100 mg, Vit C â?? 60000 IU twice daily orally<br>","India",60,"kabasura kudineer, siddha, vitamin c, zinc",TRUE,TRUE,TRUE
"CTRI/2020/06/025928","2020-06-16","Povidone Iodine Gargle and Intranasal application: A Quasi-Experimental study to reduce the spread of coronavirus infection in community with Covid-19 positive clusters.","Intervention1: Povidone Iodine: 2% Povidone Iodine gargle<br>diluted to 1% (w/v) is used as<br>oropharyngeal gargle. <br><br>15 ml of diluted 1% (w/v) Povidone Iodine 4 times daily gargle at prescribed time and<br>intranasal application- 4 times daily using 1% (w/v) Povidone Iodine using applicator tip.<br>Control Intervention1: NIL: NIL<br>","India",204,"iodine, povidone",TRUE,TRUE,TRUE
"CTRI/2020/06/025917","2020-06-16","Psychological assessment of the health care-workers amid COVID-19 working at a tertiary care teaching hospital of the central India and impact of tele-counselling on their psychological problems - Telecounselling health care workers pandemic","Intervention1: Tele-counselling: 1. Express empathy<br>2. Emphasize a strength <br>3. Psycho- Education<br>4. Relaxation Training<br>5. Life Skill Training <br>6. Problem solving training<br>Control Intervention1: Control arm: general health information and psychoeducation (nutrition advise, COVID-related information [preventive guidelines & factual information]), physical exercise)<br>","India",25,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/025957","2020-06-17","A Randomized Open-Label Study To Evaluate The Efficacy And Safety Of Favipiravir And Umifenovir As Compared To Favipiravir Alone In Moderate Hospitalized Adult Indian COVID-19 Patients.","Intervention1: Favipiravir 200mg Tablets: Dosage Form: Tablets,  <br>Dosage Frequency: 3,600 mg (1,800 mg BID) (Day 1) + 1,600 mg (800 mg BID) (Day 2 or later) for up to maximum of 14 days, <br>Mode of Administration: Oral<br>Intervention2: Umifenovir capsules: 800 mg BID: Dosage Form:  Capsule<br>Dosage Frequency: 800 mg BID, <br>Mode of Administration: Oral<br>Control Intervention1: Favipiravir 200mg Tablets: Dosage Form: Tablets <br>Dosage Frequency: 3,600 mg (1,800 mg BID) (Day 1) + 1,600 mg (800 mg BID) (Day 2 or later) for up to maximum of 14 days, <br>Mode of Administration: Oral<br><br>","India",158,"arbidol, favipiravir",TRUE,TRUE,TRUE
"CTRI/2020/06/025977","2020-06-18","A Randomized and Comparative Study to assess Safety and Efficacy of Supplemental Treatment of a herbal formulation - Aayudh Advance comprising essential oils in patients with Corona Virus 2019 (Covid-19)","Intervention1: Aayudh Advance: 15 ml three times a day before meal for 21 days until the covid-19 negative<br>Control Intervention1: Standard of care treatment: As per the Standard of care treatment provided<br>","India",120,"aayudh",FALSE,FALSE,TRUE
"CTRI/2020/06/025996","2020-06-19","A Clinical Evalution of the combination Giloy Gomutra Capsules, Asthi Churna and Kamdhenu Asava in the Management of the Pandemic- Covid-19.","Intervention1: A Clinical Study on the efficacy of the combination Giloy Gaumutra Capsules, Asthi Churna and Kamdhenu Aasava in the Management of the Pandemic- Covid-19- An Open labeled Randomized Clinical Trial: All the three drugs will be given to one group of patients along with allopathic  treatment, it will be experimental group. Another group will be given only allopathic treatment. This will be controlled group. Ayurvedic treatment will be given for 15 days.Giloy Gaumutra Capsules 4 tds. Asthi Churna 5 gm with Hot water for twotimes, Kamdhenu Asava 15 ml for two times with hot water For 15 days by Oral route.<br>Control Intervention1: Clinical Study on the efficacy of the combination Giloy Gaumutra Capsules, Asthi Churna and Kamdhenu Aasava in the Management of the Pandemic- Covid-19- An Open labeled Randomized Clinical Trial: All the three drugs will be given to one group of patients along with allopathic  treatment, it will be experimental group. Another group will be given only allopathic treatment. This will be controlled group. Ayurvedic treatment will be given for 15 days.Giloy Gaumutra Capsules 4 tds. Asthi Churna 5 gm with Hot water for twotimes, Kamdhenu Asava 15 ml for two times with hot waterwith 15 days via oral route<br>","India",200,"asthi churna, giloy gomutra, kamdhenu asava",TRUE,TRUE,TRUE
"CTRI/2020/06/025998","2020-06-20","To Determine the Efficacy of An Ayurvedic Preparation Raj Nirwan Bati (RNB) on symptomatic COVID-19 Patients: A Double-Blind Randomized Controlled Trial - RNB","Intervention1: Raj Nirwan Bati capsule: 1. Mercury (Para)<br>2. Sulphur (Gandhak)<br>3. Gold (Sona)<br>4. Silver (Chandi)<br>5. Clamina Perpeta<br>6. Arsenic Trioxide (Hartal Bhasma)<br>7. Black pepper (Kaali Mirch)<br>8. Naag Damanti (Snake Plant)<br>9. Celery (Azwaiyan)<br>10. Zinc<br>11. Niramish (Mahamash oil)<br><br>One Raj Nirwan Bati capsule of 125 mg (1 Ratti) twice a day empty stomach for 12 days<br>Control Intervention1: Placebo: Sugar gelatin capsule<br>with 4 small balls of sugar <br>twice a day empty stomach for 12 days<br>","India",60,"arsenic, black pepper, celery, gelatin, naag, pepper, silver, zinc",TRUE,TRUE,TRUE
"CTRI/2020/06/026000","2020-06-21","Clinical Profile, management and outcomes of COVID-19 in kidney transplant recipients",NA,"India",75,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026001","2020-06-21","Randomised Controlled Trial of Ivermectin in hospitalised patients with COVID19 - RIVET-COV","Intervention1: Intervention Arm 1: 12 mg (200 microgram/kg) <br>Formulation: elixir<br>Route of administration: oral<br>Frequency: Only single dose<br>Intervention2: Intervention Arm 2: 24 mg (400 microgram/kg) <br>Formulation: elixir<br>Route of administration: oral<br>Frequency: Only single dose<br>Intervention3: Intervention Arm 3: 48 mg (800 microgram/kg) <br>Formulation: elixir<br>Route of administration: oral<br>Frequency: Only single dose<br>Intervention4: Intervention Arm 4<br>: 96 mg (1600 microgram/kg)<br> Formulation: elixir<br>Route of administration: oral<br>Frequency: Only single dose<br>Intervention5: Intervention Arm 5<br>: 120 mg (2000 microgram/kg) <br>Formulation: elixir<br>Route of administration: oral<br>Frequency: Only single dose<br>Control Intervention1: Standard of care: Standard medical care as per treating physician and institution<br>","India",60,"ivermectin",TRUE,FALSE,TRUE
"CTRI/2020/06/025999","2020-06-21","Phase II, open label, randomized controlled trial to evaluate safety and efficacy of ShatPlus as an immunomodulator in adult Covid 19 positive patients","Intervention1: ShatPlus along with standard<br>treatment: 10 ml thrice a day per oral ShatPlus along with standard treatment<br>Control Intervention1: Standard treatment: Standard treatment as per<br>protocol of ICMR<br>","India",60,"shatplus",TRUE,FALSE,TRUE
"CTRI/2020/06/026005","2020-06-21","Validation of SARS CoV-2 RT-PCR testing using
combinatorial tapestry pooling of samples: a multi-centre study","Intervention1: nil: This is a diagnostic validation study, using previously collected samples, which will be carried out<br>independently, in parallel at each of the participating centres. Samples will be subjected to individual testing will be performed as per the COVID-19 testing workflow<br>by CSIR-CCMB following ICMR guidelines.In addition, samples will be subjected to pooled sampling - simple pooling and combinatorial tapestry pooling based on a computerised sensing algorithm.<br>Control Intervention1: nil: The results of individual testing will be taken as the gold standard. We will compare the results of the pooled sampling against this<br>","India",321,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026002","2020-06-21","Evaluation of Efficacy and Safety of Ayurveda Intervention (Ayush-64) add-on therapy for patients with COVID-19 infection (Stage I)-An Open labelled, Parallel Group, Randomized controlled clinical trial

","Intervention1: AYUSH 64: 2 Capsules/Tablets (500mg each) thrice daily by oral route for one month<br><br><br><br>Control Intervention1: Standard treatments as per guidelines: NA<br>","India",60,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026039","2020-06-22","CANCER care in COVID-19 ERAâ?? A prospective survey to study the preferences and perspectives of patients with hematological malignancies in a tertiary cancer care setting in India. (CANCOV SURVEY) - CanCov Survey Study","Intervention1: NIL: NIL<br>Control Intervention1: NIL: NIL<br>","India",213,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026044","2020-06-22","Rapid point-of-care oral fluid screening test for Sars-CoV-2 antibodies to monitor COVID-19 disease - O-CovAb",NA,"India",100,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026045","2020-06-22","Evaluating the immune boosting ability of a homoeopathic therapeutic strategy involving a nosode Tuberculinum 1M, followed by Zincum Metallicum 6C, Chininum Arsenicosum 6C and Calc Phos 6x in asymptomatic novel corona virus disease (Covid-19 illness) vulnerable risk group. - Nil","Intervention1: Homoeopathic Medicines a therapeutic strategy consisting of Tuberculinum 1M followed by Zincum Metallicum 6C Chininum Arsenicosum 6C and Calc Phos 6x plus health monitoring: Known Homoeopathic Pharmacopial preparations<br><br>These subjects will be observed for a total of 2 months (60 days), and data is collected against predetermined criteria every 15 days to determine how their exposure status to Covid-19 changes the outcome<br>Control Intervention1: Matching Control Arm  Health monitoring: No intervention <br>These subjects will be observed for a total of 2 months (60 days), and data is collected against predetermined criteria every 15 days to determine how their exposure status to Covid-19 changes the outcome<br>","India",800,"arsenicosum, tuberculinum, zinc",TRUE,TRUE,TRUE
"CTRI/2020/06/026055","2020-06-23","A prospective interventional study on the effect of ASA-20(Ayush kwath, Samsamani vati, Anu taila) as a prophylaxis measure among High risk population exposed to COVID-19 - ASA-20","Intervention1: ASA-20: Ayush kwath- 3gm twice daily after food<br>Samsamani Vati- 500 mg twice daily after food <br>Anu taila- 2 drops twice daily in each nostril<br>The total duration of Ayurveda intervention will be for 30 days.<br><br>Control Intervention1: Non-treatment Control: In the non-treatment control group no medicine/placebo will be administered. Standard guidelines for COVID-19 prevention will be followed.<br>","India",5000,"anu taila, asa-20, samsamani vati",TRUE,TRUE,TRUE
"CTRI/2020/06/026056","2020-06-23","A prospective interventional study on the effect of Arsenicum album 30 C as a prophylactic measure among High risk population exposed to COVID-19. - ARCOV","Intervention1: Arsenicum album 30 C: Arsenicum album 30 C<br>Once Daily for 3 consecutive days early morning in empty stomach.<br>One adult dose is 5 globules of no. 30 medicated globule<br>One child dose is 3 globules of no. 30 medicated globule<br>Control Intervention1: Placebo: Number 30 sugar gloubles will be used as placebo in the control arm<br>","India",5000,"arsenic",TRUE,FALSE,TRUE
"CTRI/2020/06/026047","2020-06-23","Dental education and service practices in context of Coronavirus(COVID-19) pandemic : a qualitative study in West Bengal","Control Intervention1: NIL: NIL<br>","India",25,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026087","2020-06-23","A phase II, randomized, controlled, open-label study to
evaluate the efficacy and safety of Pegylated IFN alfa-2b in
the treatment of adult patients diagnosed with SARS-CoV2
(COVID-19).","Intervention1: Pegylated alpha 2b and Standard of care: Administer Day 1 and Day 8<br>Route-Subcutaneous<br><br>Control Intervention1: NIL: NIL<br>","India",40,"ifn, pegylated alpha 2b",TRUE,TRUE,TRUE
"CTRI/2020/06/026118","2020-06-24","Evaluation of  Antiphospholipid Antibody (APA) in COVID-19 Cases.
",NA,"India",80,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026123","2020-06-24","A phase II, Open label, randomized controlled trial to assess the safety and efficacy of convalescent plasma in severe COVID-19. - PLATINA TRIAL.","Intervention1: Convalescent plasma: Anti SARS COV 2 convalescent plasma viral neutralizing antibodies blood product two doses of 200 ml transfusion 24 hours apart<br>Control Intervention1: Standard of Care: Standard of Care as per guidelines of Directorate Medical Education,Govt of Maharashtra,which includes antibiotics,steroid,LMWH,HCQ,Oxygen Support.<br>","India",472,"convalescent plasma, enoxaparin, hydroxychloroquine",TRUE,TRUE,TRUE
"CTRI/2020/06/026120","2020-06-24","Validation study of Rapid Test kit of Wrig Nano Systems for Antibody (IgG, IgM)
detection against COVID19.","Intervention1: Rapid antibody tests (Ig G and IgM) for COVID-19: Patients whose RTPCR on both Nasopharyngeal and oropharyngeal swab is reported positive  will be screened for antibodies (IgG and IgM) by rapid antibody test kit.<br>Control Intervention1: Rapid antibody tests (Ig G and IgM) for COVID-19: Patients whose RTPCR on both Nasopharyngeal and oropharyngeal swab is reported negative twice ( To be sure that they are negative for COVID-19 infection) will be screened for antibodies (IgG and IgM) by rapid antibody test kit.<br>","India",50,NA,TRUE,FALSE,FALSE
"CTRI/2020/06/026119","2020-06-24","Efficacy of Arsenic Album 30C and 200C potency in mild case of COVID-19 positive  patients: A randomized controlled study","Intervention1: ARSENIC ALBUM 30 add on to standard care: 1.	Administration Of Medicine :- Oral Route<br>2.	Form Of Dose:-  04 Globules (Medicated Globules ) <br>3.	Repetition: - according to severity of symptoms Or according to posology<br><br>Intervention2: ARSENIC ALBUM 200 add on to standard care: 1.	Administration Of Medicine :- Oral Rout<br>2.	Form Of Dose:-  04 Globules (Medicated Globules ) <br>3.	Repetition: - according to severity of symptoms Or according to posology<br><br>Control Intervention1: standard care alone: standard care to be given as per applicable guideline<br>","India",90,"arsenic",TRUE,FALSE,TRUE
"CTRI/2020/06/026121","2020-06-24","Knowledge and Compliance of Hydroxychloroquine Prophylaxis among Health Care Workers during COVID-19 pandemic: A Tertiary Care Centre based Survey",NA,"India",175,"hydroxychloroquine",TRUE,FALSE,TRUE
"CTRI/2020/06/026147","2020-06-25","Evaluation of the Prophylactic effect of Comprehensive Ayurveda and Mindfulness-based Yoga regimen among Quarantined individuals exposed to COVID 19 patients: A Randomized Controlled Trial","Intervention1: comprehensive Ayurveda and yoga regimen: The participants in the intervention group will receive comprehensive Ayurveda and yoga regimen/therapy which will be administered for the first 6 weeks following recruitment into the trial. <br>Ayurveda medicines<br>a.Tab Samshamani Vati 250 mg<br>b.Nishamalaki Churna 1-3 gm  <br><br>2) Yoga Therapy: <br>The yoga practices will be taught by the institutionally qualified yoga therapists. There will be 5 online initial sessions which will be taught in the first week following recruitment and weekly once in the following weeks. A total of 10 online sessions will be conducted. The patients will be advised to practice yoga everyday (at least 5 days a week) for 6 weeks.<br>Video of the complete session and picture based modules will be given, which will be free from the influence of education. A log book will be given to all recruited participants to follow their practice at home including duration and time of practice, additional physical activities, and intake of medications.<br><br>In Group 1, the both the drugs will be administered from date of randomization until the clinical event or study completion at 6 weeks. Medicines should be taken and Yoga practice should be done at approximately the same time each day.<br><br>Control Intervention1: standard prophylactic measures: standard prophylactic measure prescribed by All India institute of medical Sciences, New Delhi<br>","India",604,"nishamalaki churna, samshamani vati, tab samshamani vati",TRUE,TRUE,TRUE
"CTRI/2020/06/026151","2020-06-25","
Evaluation of the prophylactic effect of Comprehensive Ayurveda and Mindfulness-based Yoga regimen among health care workers (HCW) of a tertiary care hospital in Delhi during COVID 19 Pandemic: a randomized controlled trial
","Intervention1: comprehensive Ayurveda and Mindfulness based Yoga module: The participants in the intervention group will receive comprehensive Ayurveda and yoga regimen/therapy which will be administered for 12 weeks following recruitment into the trial.<br>(1)Ayurveda Intervention includes:<br>a. Tab Samshamani Vati 250 mg 2 tablet BD <br>b. Tab Kalamegha tablet 250 mg BD <br><br>(2) Yoga Therapy: <br>The yoga practices will be taught by the institutionally qualified yoga therapists. There will be 5 online initial sessions which will be taught in the first week following recruitment and weekly once in the following weeks. A total of 16 online sessions will be conducted. The patients will be advised to practice yoga everyday (at least 5 days a week) for 12 weeks.<br>Video of the complete session and picture based modules will be given, which will be free from the influence of education. A log book will be given to all recruited participants to follow their practice at home including duration and time of practice, additional physical activities, and intake of medications.<br><br>Control Intervention1: standard Prophylactic measures: Standard prophylactic mneasures prescribed by All India Institute of Medical Sciences, New Delhi<br>","India",452,"samshamani vati, tab kalamegha, tab samshamani vati",TRUE,TRUE,TRUE
"CTRI/2020/06/026161","2020-06-26","A Randomized, Open Label, Parallel Efficacy, Active Control, Multi-Centre Exploratory Drug Trial to Evaluate Efficacy and Safety of an Ayurvedic Formulation  II [Sanshamani Vati Plus] as Adjunct Treatment to Standard of Care for the management of Mild to Moderate COVID-19 Patients","Intervention1: Formulation 2 And SOC: Guduchi+Pippali [T. Cordifolia + Piper longum] Administered along with standard of care<br>2 tablets bid (twice daily) with warm water for 12 weeks.<br>Control Intervention1: Standard of Care: As per Hospital SOP<br>","India",140,"guduchi, piper longum, pippali, sanshamani vati",TRUE,TRUE,TRUE
